id,created_at,text
502857216785788928,2014-08-22 16:37:57,"Many #Iranian fighters have been killed by Sunni Iraqi clans in the city of Al-Azim, #Diyala, #Iraq (#IS #IslamicState #Khilafah)"
502856416986529792,2014-08-22 16:34:47,"Many #Shia militia members killed north of #Tikrit, #Iraq. Their corpses filling the streets. The mosques are doing Takbir from loudspeakers"
502850270158938112,2014-08-22 16:10:21,RT @abudujana47: Ikhwa just shot down a jet alhamdullilah. #IS #Tabqa
502850095923343360,2014-08-22 16:09:40,The Muslim countries surrounding #Israel are client states of #America. They are the reason why #Israel continues to survive (#IS #Khilafah)
502849577993908225,2014-08-22 16:07:36,This picture was taken from Haql in Saudi. It has a clear view of #Eilat in #Israel. Abdollar leaves them alone http://t.co/9WC1k3hNZv
502848193118625792,2014-08-22 16:02:06,Here you can see #SaudiArabia and #Jordan from #Eilat city in #Israel. The apostate kings leave the #Zionists alone http://t.co/nJ3OJzMqVp
502847486994939904,2014-08-22 15:59:18,The distance between #SaudiArabia and #Israel is less than 20km. Yet Khariji King Abdollar leaves the #Zionists alone http://t.co/xlp0liYko2
502843438287843328,2014-08-22 15:43:12,RT @skafistii: @truthzmaster @ghazishami @Dee_Amatullah @ShamiWitness @operationlibyia @Alansarialjanab @AbuUmarAlAnsari http://t.co/E5ewim…
502836493216657409,2014-08-22 15:15:36,"RT @KashmirRebel: Stop fooling yourself, their problem is with ""Sunni Islam"" which aims to revive the Caliphate. They left Assad unharmed f…"
502835083649486850,2014-08-22 15:10:00,6. A reminder from Surat ul-Ahzab about when the Kuffar and Munafiqeen combined to destroy the #Muslims (#IS #Iraq): http://t.co/Intxqrkko1
502834944994189313,2014-08-22 15:09:27,5. A reminder from Surat ul-Ahzab about when the Kuffar and Munafiqeen combined to destroy the #Muslims (#IS #Iraq): http://t.co/pj8OLwMe8G
502834818217148416,2014-08-22 15:08:57,4. A reminder from Surat ul-Ahzab about when the Kuffar and Munafiqeen combined to destroy the #Muslims (#IS #Iraq): http://t.co/zOeeDuD4eC
502834714282303488,2014-08-22 15:08:32,3. A reminder from Surat ul-Ahzab about when the Kuffar and Munafiqeen combined to destroy the #Muslims (#IS #Iraq): http://t.co/AptYyMfTW7
502834598687301633,2014-08-22 15:08:05,2. A reminder from Surat ul-Ahzab about when the Kuffar and Munafiqeen combined to destroy the #Muslims (#IS #Iraq): http://t.co/vQfxAX8EV4
502834468781293568,2014-08-22 15:07:34,1. A reminder from Surat ul-Ahzab about when the Kuffar and Munafiqeen combined to destroy the #Muslims (#IS #Iraq): http://t.co/LnngF74ErO
502830640958799873,2014-08-22 14:52:21,UK wants to ally with Assad and fight #IS. Look how the Kuffar unite as one to fight Muslims: http://t.co/r0vRTEZrNM http://t.co/YBJsdw5nb5
